path,category,size_mb,status,sample_rows_read,columns,error
data/processed/legacy_xbrl/q4quarter_all/MCO/MCO_q4quarter.csv,processed_data,0.005,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/MCO/MCO_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/MDB/MDB_q4quarter.csv,processed_data,0.003,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/MDB/MDB_q4quarter_summary.csv,processed_data,0.0,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/MDLZ/MDLZ_q4quarter.csv,processed_data,0.005,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/MDLZ/MDLZ_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/MDT/MDT_q4quarter.csv,processed_data,0.003,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/MDT/MDT_q4quarter_summary.csv,processed_data,0.0,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/MELI/MELI_q4quarter.csv,processed_data,0.005,PASS,5,29,
data/processed/legacy_xbrl/q4quarter_all/MELI/MELI_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/MET/MET_q4quarter.csv,processed_data,0.004,PASS,5,20,
data/processed/legacy_xbrl/q4quarter_all/MET/MET_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/META/META_q4quarter.csv,processed_data,0.005,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/META/META_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/MMC/MMC_q4quarter.csv,processed_data,0.004,PASS,5,23,
data/processed/legacy_xbrl/q4quarter_all/MMC/MMC_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/MMM/MMM_q4quarter.csv,processed_data,0.006,PASS,5,29,
data/processed/legacy_xbrl/q4quarter_all/MMM/MMM_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/MNST/MNST_q4quarter.csv,processed_data,0.004,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/MNST/MNST_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/MO/MO_q4quarter.csv,processed_data,0.005,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/MO/MO_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/MPC/MPC_q4quarter.csv,processed_data,0.005,PASS,5,28,
data/processed/legacy_xbrl/q4quarter_all/MPC/MPC_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/MRK/MRK_q4quarter.csv,processed_data,0.005,PASS,5,26,
data/processed/legacy_xbrl/q4quarter_all/MRK/MRK_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/MRVL/MRVL_q4quarter.csv,processed_data,0.002,PASS,4,27,
data/processed/legacy_xbrl/q4quarter_all/MRVL/MRVL_q4quarter_summary.csv,processed_data,0.0,PASS,4,4,
data/processed/legacy_xbrl/q4quarter_all/MS/MS_q4quarter.csv,processed_data,0.004,PASS,5,19,
data/processed/legacy_xbrl/q4quarter_all/MS/MS_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/MSCI/MSCI_q4quarter.csv,processed_data,0.005,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/MSCI/MSCI_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/MSFT/MSFT_q4quarter.csv,processed_data,0.006,PASS,5,29,
data/processed/legacy_xbrl/q4quarter_all/MSFT/MSFT_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/MSI/MSI_q4quarter.csv,processed_data,0.005,PASS,5,29,
data/processed/legacy_xbrl/q4quarter_all/MSI/MSI_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/MSTR/MSTR_q4quarter.csv,processed_data,0.004,PASS,5,28,
data/processed/legacy_xbrl/q4quarter_all/MSTR/MSTR_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/MU/MU_q4quarter.csv,processed_data,0.005,PASS,5,30,
data/processed/legacy_xbrl/q4quarter_all/MU/MU_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/NDAQ/NDAQ_q4quarter.csv,processed_data,0.005,PASS,5,26,
data/processed/legacy_xbrl/q4quarter_all/NDAQ/NDAQ_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/NEE/NEE_q4quarter.csv,processed_data,0.005,PASS,5,24,
data/processed/legacy_xbrl/q4quarter_all/NEE/NEE_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/NEM/NEM_q4quarter.csv,processed_data,0.005,PASS,5,28,
data/processed/legacy_xbrl/q4quarter_all/NEM/NEM_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/NFLX/NFLX_q4quarter.csv,processed_data,0.005,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/NFLX/NFLX_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/NKE/NKE_q4quarter.csv,processed_data,0.005,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/NKE/NKE_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/NOC/NOC_q4quarter.csv,processed_data,0.005,PASS,5,28,
data/processed/legacy_xbrl/q4quarter_all/NOC/NOC_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/NOW/NOW_q4quarter.csv,processed_data,0.004,PASS,5,29,
data/processed/legacy_xbrl/q4quarter_all/NOW/NOW_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/NSC/NSC_q4quarter.csv,processed_data,0.005,PASS,5,26,
data/processed/legacy_xbrl/q4quarter_all/NSC/NSC_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/NVDA/NVDA_q4quarter.csv,processed_data,0.005,PASS,5,29,
data/processed/legacy_xbrl/q4quarter_all/NVDA/NVDA_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/NXPI/NXPI_q4quarter.csv,processed_data,0.002,PASS,5,28,
data/processed/legacy_xbrl/q4quarter_all/NXPI/NXPI_q4quarter_summary.csv,processed_data,0.0,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/O/O_q4quarter.csv,processed_data,0.003,PASS,5,19,
data/processed/legacy_xbrl/q4quarter_all/O/O_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/ODFL/ODFL_q4quarter.csv,processed_data,0.004,PASS,5,23,
data/processed/legacy_xbrl/q4quarter_all/ODFL/ODFL_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/OKE/OKE_q4quarter.csv,processed_data,0.006,PASS,5,28,
data/processed/legacy_xbrl/q4quarter_all/OKE/OKE_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/ON/ON_q4quarter.csv,processed_data,0.005,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/ON/ON_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/ORCL/ORCL_q4quarter.csv,processed_data,0.005,PASS,5,29,
data/processed/legacy_xbrl/q4quarter_all/ORCL/ORCL_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/ORLY/ORLY_q4quarter.csv,processed_data,0.005,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/ORLY/ORLY_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/OXY/OXY_q4quarter.csv,processed_data,0.005,PASS,5,26,
data/processed/legacy_xbrl/q4quarter_all/OXY/OXY_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/PANW/PANW_q4quarter.csv,processed_data,0.004,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/PANW/PANW_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/PAYX/PAYX_q4quarter.csv,processed_data,0.005,PASS,5,26,
data/processed/legacy_xbrl/q4quarter_all/PAYX/PAYX_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/PCAR/PCAR_q4quarter.csv,processed_data,0.005,PASS,5,26,
data/processed/legacy_xbrl/q4quarter_all/PCAR/PCAR_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/PCG/PCG_q4quarter.csv,processed_data,0.005,PASS,5,26,
data/processed/legacy_xbrl/q4quarter_all/PCG/PCG_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/PEG/PEG_q4quarter.csv,processed_data,0.005,PASS,5,26,
data/processed/legacy_xbrl/q4quarter_all/PEG/PEG_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/PEP/PEP_q4quarter.csv,processed_data,0.005,PASS,5,26,
data/processed/legacy_xbrl/q4quarter_all/PEP/PEP_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/PFE/PFE_q4quarter.csv,processed_data,0.005,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/PFE/PFE_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/PG/PG_q4quarter.csv,processed_data,0.005,PASS,5,28,
data/processed/legacy_xbrl/q4quarter_all/PG/PG_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/PGR/PGR_q4quarter.csv,processed_data,0.004,PASS,5,18,
data/processed/legacy_xbrl/q4quarter_all/PGR/PGR_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/PH/PH_q4quarter.csv,processed_data,0.005,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/PH/PH_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/PLD/PLD_q4quarter.csv,processed_data,0.003,PASS,5,22,
data/processed/legacy_xbrl/q4quarter_all/PLD/PLD_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/PLTR/PLTR_q4quarter.csv,processed_data,0.002,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/PLTR/PLTR_q4quarter_summary.csv,processed_data,0.0,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/PM/PM_q4quarter.csv,processed_data,0.006,PASS,5,28,
data/processed/legacy_xbrl/q4quarter_all/PM/PM_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/PNC/PNC_q4quarter.csv,processed_data,0.004,PASS,5,19,
data/processed/legacy_xbrl/q4quarter_all/PNC/PNC_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/PRU/PRU_q4quarter.csv,processed_data,0.004,PASS,5,23,
data/processed/legacy_xbrl/q4quarter_all/PRU/PRU_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/PSA/PSA_q4quarter.csv,processed_data,0.004,PASS,5,22,
data/processed/legacy_xbrl/q4quarter_all/PSA/PSA_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/PSX/PSX_q4quarter.csv,processed_data,0.004,PASS,5,25,
data/processed/legacy_xbrl/q4quarter_all/PSX/PSX_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/PWR/PWR_q4quarter.csv,processed_data,0.005,PASS,5,26,
data/processed/legacy_xbrl/q4quarter_all/PWR/PWR_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/PYPL/PYPL_q4quarter.csv,processed_data,0.003,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/PYPL/PYPL_q4quarter_summary.csv,processed_data,0.0,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/QCOM/QCOM_q4quarter.csv,processed_data,0.005,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/QCOM/QCOM_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/RCL/RCL_q4quarter.csv,processed_data,0.004,PASS,5,24,
data/processed/legacy_xbrl/q4quarter_all/RCL/RCL_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/REGN/REGN_q4quarter.csv,processed_data,0.005,PASS,5,28,
data/processed/legacy_xbrl/q4quarter_all/REGN/REGN_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/ROP/ROP_q4quarter.csv,processed_data,0.005,PASS,5,29,
data/processed/legacy_xbrl/q4quarter_all/ROP/ROP_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/ROST/ROST_q4quarter.csv,processed_data,0.005,PASS,5,26,
data/processed/legacy_xbrl/q4quarter_all/ROST/ROST_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/RSG/RSG_q4quarter.csv,processed_data,0.005,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/RSG/RSG_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/RTX/RTX_q4quarter.csv,processed_data,0.005,PASS,5,29,
data/processed/legacy_xbrl/q4quarter_all/RTX/RTX_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/SBUX/SBUX_q4quarter.csv,processed_data,0.005,PASS,5,28,
data/processed/legacy_xbrl/q4quarter_all/SBUX/SBUX_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/SCHW/SCHW_q4quarter.csv,processed_data,0.004,PASS,5,20,
data/processed/legacy_xbrl/q4quarter_all/SCHW/SCHW_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/SHW/SHW_q4quarter.csv,processed_data,0.005,PASS,5,29,
data/processed/legacy_xbrl/q4quarter_all/SHW/SHW_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/SLB/SLB_q4quarter.csv,processed_data,0.005,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/SLB/SLB_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/SNPS/SNPS_q4quarter.csv,processed_data,0.005,PASS,5,29,
data/processed/legacy_xbrl/q4quarter_all/SNPS/SNPS_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/SO/SO_q4quarter.csv,processed_data,0.005,PASS,5,25,
data/processed/legacy_xbrl/q4quarter_all/SO/SO_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/SPG/SPG_q4quarter.csv,processed_data,0.004,PASS,5,21,
data/processed/legacy_xbrl/q4quarter_all/SPG/SPG_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/SPGI/SPGI_q4quarter.csv,processed_data,0.005,PASS,5,28,
data/processed/legacy_xbrl/q4quarter_all/SPGI/SPGI_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/SRE/SRE_q4quarter.csv,processed_data,0.005,PASS,5,26,
data/processed/legacy_xbrl/q4quarter_all/SRE/SRE_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/SYK/SYK_q4quarter.csv,processed_data,0.006,PASS,5,30,
data/processed/legacy_xbrl/q4quarter_all/SYK/SYK_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/T/T_q4quarter.csv,processed_data,0.005,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/T/T_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/TDG/TDG_q4quarter.csv,processed_data,0.005,PASS,5,29,
data/processed/legacy_xbrl/q4quarter_all/TDG/TDG_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/TEAM/TEAM_q4quarter.csv,processed_data,0.001,PASS,2,27,
data/processed/legacy_xbrl/q4quarter_all/TEAM/TEAM_q4quarter_summary.csv,processed_data,0.0,PASS,2,4,
data/processed/legacy_xbrl/q4quarter_all/TEL/TEL_q4quarter.csv,processed_data,0.005,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/TEL/TEL_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/TFC/TFC_q4quarter.csv,processed_data,0.004,PASS,5,20,
data/processed/legacy_xbrl/q4quarter_all/TFC/TFC_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/TGT/TGT_q4quarter.csv,processed_data,0.005,PASS,5,26,
data/processed/legacy_xbrl/q4quarter_all/TGT/TGT_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/TJX/TJX_q4quarter.csv,processed_data,0.005,PASS,5,28,
data/processed/legacy_xbrl/q4quarter_all/TJX/TJX_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/TMO/TMO_q4quarter.csv,processed_data,0.005,PASS,5,30,
data/processed/legacy_xbrl/q4quarter_all/TMO/TMO_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/TMUS/TMUS_q4quarter.csv,processed_data,0.005,PASS,5,28,
data/processed/legacy_xbrl/q4quarter_all/TMUS/TMUS_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/TRV/TRV_q4quarter.csv,processed_data,0.003,PASS,5,19,
data/processed/legacy_xbrl/q4quarter_all/TRV/TRV_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/TSLA/TSLA_q4quarter.csv,processed_data,0.005,PASS,5,30,
data/processed/legacy_xbrl/q4quarter_all/TSLA/TSLA_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/TT/TT_q4quarter.csv,processed_data,0.005,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/TT/TT_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/TTD/TTD_q4quarter.csv,processed_data,0.003,PASS,5,26,
data/processed/legacy_xbrl/q4quarter_all/TTD/TTD_q4quarter_summary.csv,processed_data,0.0,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/TTWO/TTWO_q4quarter.csv,processed_data,0.005,PASS,5,29,
data/processed/legacy_xbrl/q4quarter_all/TTWO/TTWO_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/TXN/TXN_q4quarter.csv,processed_data,0.005,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/TXN/TXN_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/UBER/UBER_q4quarter.csv,processed_data,0.002,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/UBER/UBER_q4quarter_summary.csv,processed_data,0.0,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/UNH/UNH_q4quarter.csv,processed_data,0.005,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/UNH/UNH_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/UNP/UNP_q4quarter.csv,processed_data,0.005,PASS,5,25,
data/processed/legacy_xbrl/q4quarter_all/UNP/UNP_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/UPS/UPS_q4quarter.csv,processed_data,0.005,PASS,5,25,
data/processed/legacy_xbrl/q4quarter_all/UPS/UPS_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/URI/URI_q4quarter.csv,processed_data,0.004,PASS,5,29,
data/processed/legacy_xbrl/q4quarter_all/URI/URI_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/USB/USB_q4quarter.csv,processed_data,0.004,PASS,5,19,
data/processed/legacy_xbrl/q4quarter_all/USB/USB_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/V/V_q4quarter.csv,processed_data,0.005,PASS,5,24,
data/processed/legacy_xbrl/q4quarter_all/V/V_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/VRSK/VRSK_q4quarter.csv,processed_data,0.004,PASS,5,26,
data/processed/legacy_xbrl/q4quarter_all/VRSK/VRSK_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/VRTX/VRTX_q4quarter.csv,processed_data,0.005,PASS,5,29,
data/processed/legacy_xbrl/q4quarter_all/VRTX/VRTX_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/VST/VST_q4quarter.csv,processed_data,0.003,PASS,5,26,
data/processed/legacy_xbrl/q4quarter_all/VST/VST_q4quarter_summary.csv,processed_data,0.0,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/VZ/VZ_q4quarter.csv,processed_data,0.005,PASS,5,26,
data/processed/legacy_xbrl/q4quarter_all/VZ/VZ_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/WBD/WBD_q4quarter.csv,processed_data,0.005,PASS,5,26,
data/processed/legacy_xbrl/q4quarter_all/WBD/WBD_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/WDAY/WDAY_q4quarter.csv,processed_data,0.004,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/WDAY/WDAY_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/WELL/WELL_q4quarter.csv,processed_data,0.003,PASS,5,20,
data/processed/legacy_xbrl/q4quarter_all/WELL/WELL_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/WFC/WFC_q4quarter.csv,processed_data,0.003,PASS,5,17,
data/processed/legacy_xbrl/q4quarter_all/WFC/WFC_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/WM/WM_q4quarter.csv,processed_data,0.005,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/WM/WM_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/WMB/WMB_q4quarter.csv,processed_data,0.005,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/WMB/WMB_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/WMT/WMT_q4quarter.csv,processed_data,0.005,PASS,5,28,
data/processed/legacy_xbrl/q4quarter_all/WMT/WMT_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/XEL/XEL_q4quarter.csv,processed_data,0.005,PASS,5,26,
data/processed/legacy_xbrl/q4quarter_all/XEL/XEL_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/XOM/XOM_q4quarter.csv,processed_data,0.005,PASS,5,27,
data/processed/legacy_xbrl/q4quarter_all/XOM/XOM_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/ZS/ZS_q4quarter.csv,processed_data,0.002,PASS,5,26,
data/processed/legacy_xbrl/q4quarter_all/ZS/ZS_q4quarter_summary.csv,processed_data,0.0,PASS,5,4,
data/processed/legacy_xbrl/q4quarter_all/ZTS/ZTS_q4quarter.csv,processed_data,0.004,PASS,5,28,
data/processed/legacy_xbrl/q4quarter_all/ZTS/ZTS_q4quarter_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/regex_all/AAPL/AAPL_pre2019_regex.csv,processed_data,0.016,PASS,5,29,
data/processed/legacy_xbrl/regex_all/AAPL/AAPL_pre2019_summary.csv,processed_data,0.002,PASS,5,4,
data/processed/legacy_xbrl/regex_all/ABBV/ABBV_pre2019_regex.csv,processed_data,0.01,PASS,5,26,
data/processed/legacy_xbrl/regex_all/ABBV/ABBV_pre2019_summary.csv,processed_data,0.002,PASS,5,4,
data/processed/legacy_xbrl/regex_all/ABNB/ABNB_pre2019_regex.csv,processed_data,0.004,PASS,5,22,
data/processed/legacy_xbrl/regex_all/ABNB/ABNB_pre2019_summary.csv,processed_data,0.001,PASS,5,4,
data/processed/legacy_xbrl/regex_all/ABT/ABT_pre2019_regex.csv,processed_data,0.014,PASS,5,27,
data/processed/legacy_xbrl/regex_all/ABT/ABT_pre2019_summary.csv,processed_data,0.002,PASS,5,4,
data/processed/legacy_xbrl/regex_all/ACN/ACN_pre2019_regex.csv,processed_data,0.014,PASS,5,25,
data/processed/legacy_xbrl/regex_all/ACN/ACN_pre2019_summary.csv,processed_data,0.002,PASS,5,4,
data/processed/legacy_xbrl/regex_all/ADBE/ADBE_pre2019_regex.csv,processed_data,0.016,PASS,5,28,
data/processed/legacy_xbrl/regex_all/ADBE/ADBE_pre2019_summary.csv,processed_data,0.002,PASS,5,4,
data/processed/legacy_xbrl/regex_all/ADI/ADI_pre2019_regex.csv,processed_data,0.014,PASS,5,28,
data/processed/legacy_xbrl/regex_all/ADI/ADI_pre2019_summary.csv,processed_data,0.002,PASS,5,4,
data/processed/legacy_xbrl/regex_all/ADP/ADP_pre2019_regex.csv,processed_data,0.013,PASS,5,25,
data/processed/legacy_xbrl/regex_all/ADP/ADP_pre2019_summary.csv,processed_data,0.002,PASS,5,4,
data/processed/legacy_xbrl/regex_all/ADSK/ADSK_pre2019_regex.csv,processed_data,0.014,PASS,5,26,
data/processed/legacy_xbrl/regex_all/ADSK/ADSK_pre2019_summary.csv,processed_data,0.002,PASS,5,4,
