experiment,target,model,feature_set,seed,feature,feature_clean,feature_group,importance,signed_value
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__roa_lag1,roa_lag1,firm_trend,0.03475246424396504,0.03475246424396504
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__operating_income,operating_income,accounting_fundamental,0.0335031320743647,0.0335031320743647
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,cat__Sector_Energy,Sector_Energy,sector,0.03244754330727451,0.03244754330727451
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__roa,roa,financial_ratio,0.019137890154980117,0.019137890154980117
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__missingindicator_roa_lag1,roa_lag1,firm_trend,0.014714321318501537,0.014714321318501537
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__operating_margin_lag1,operating_margin_lag1,firm_trend,0.010321415006493495,0.010321415006493495
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__missingindicator_roa_change_4obs,roa_change_4obs,firm_trend,0.0077845030670635,0.0077845030670635
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__inventory_assets,inventory_assets,financial_ratio,0.007163517598059536,0.007163517598059536
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__receivables_assets,receivables_assets,financial_ratio,0.006961478525030299,0.006961478525030299
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__current_assets,current_assets,accounting_fundamental,0.006687406409879737,0.006687406409879737
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__net_margin_lag1,net_margin_lag1,firm_trend,0.006165898190485734,0.006165898190485734
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__DTWEXBGS_yoy_pct,DTWEXBGS_yoy_pct,macro,0.004768105034137399,0.004768105034137399
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__total_equity,total_equity,accounting_fundamental,0.004506979966697349,0.004506979966697349
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__total_assets_growth_4obs,total_assets_growth_4obs,firm_trend,0.00394201131394503,0.00394201131394503
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,cat__Sector_Financial Services,Sector_Financial Services,sector,0.003835364707764028,0.003835364707764028
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__cash_assets_lag1,cash_assets_lag1,firm_trend,0.003510199749605979,0.003510199749605979
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__total_assets,total_assets,accounting_fundamental,0.003473711259433144,0.003473711259433144
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__DCOILWTICO_yoy_pct,DCOILWTICO_yoy_pct,macro,0.003450712971159145,0.003450712971159145
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__cash_assets,cash_assets,financial_ratio,0.0034266457233341784,0.0034266457233341784
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__equity_assets,equity_assets,financial_ratio,0.0033211917823921596,0.0033211917823921596
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__NFCI,NFCI,macro,0.002817410506845534,0.002817410506845534
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__missingindicator_capex,capex,accounting_fundamental,0.0027198995321103293,0.0027198995321103293
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__global_event_commodity_oil_count,global_event_commodity_oil_count,global_event_context,0.0026871723840777724,0.0026871723840777724
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__BUSLOANS,BUSLOANS,macro,0.0025809462057466014,0.0025809462057466014
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__M2SL_yoy_pct,M2SL_yoy_pct,macro,0.0024315977643594817,0.0024315977643594817
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__DCOILWTICO,DCOILWTICO,macro,0.002389957774662253,0.002389957774662253
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__UNRATE,UNRATE,macro,0.0023584043854784045,0.0023584043854784045
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__total_revenue_growth_4obs,total_revenue_growth_4obs,firm_trend,0.002102074195615173,0.002102074195615173
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__roa_change_4obs,roa_change_4obs,firm_trend,0.0020516913116036283,0.0020516913116036283
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__current_ratio,current_ratio,financial_ratio,0.0017962030696128948,0.0017962030696128948
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__current_ratio_lag1,current_ratio_lag1,firm_trend,0.0017710284754401011,0.0017710284754401011
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__current_liabilities,current_liabilities,accounting_fundamental,0.0017418183894632273,0.0017418183894632273
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__PAYEMS_yoy_pct,PAYEMS_yoy_pct,macro,0.0016203419524940187,0.0016203419524940187
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__capex,capex,accounting_fundamental,0.001398254810126443,0.001398254810126443
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__net_margin_change_4obs,net_margin_change_4obs,firm_trend,0.0012124214316062017,0.0012124214316062017
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__missingindicator_cash_assets_change_4obs,cash_assets_change_4obs,firm_trend,0.0011979355299643808,0.0011979355299643808
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__total_revenue,total_revenue,accounting_fundamental,0.0010702709555929335,0.0010702709555929335
test_target_tweaks2,failure_pressure_profit_roa_next_4obs,gradient_boosting,all_features,202,num__missingindicator_total_assets_growth_4obs,total_assets_growth_4obs,firm_trend,0.0010347632884070831,0.0010347632884070831
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__total_assets,total_assets,accounting_fundamental,5.1776407016961565,-5.1776407016961565
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__total_liabilities,total_liabilities,accounting_fundamental,3.2087246752428085,-3.2087246752428085
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,cat__Sector_Agriculture,Sector_Agriculture,sector,2.8102012373484286,-2.8102012373484286
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__roa_lag1,roa_lag1,firm_trend,2.4051935249758953,2.4051935249758953
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,cat__Sector_Utilities,Sector_Utilities,sector,2.128280022594678,-2.128280022594678
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,cat__Sector_Consumer Discretionary,Sector_Consumer Discretionary,sector,2.0619350503312486,2.0619350503312486
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__missingindicator_operating_income,operating_income,accounting_fundamental,1.5406900322047985,-1.5406900322047985
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__roa,roa,financial_ratio,1.4108083031242054,1.4108083031242054
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__cash_equivalents,cash_equivalents,accounting_fundamental,1.4024098929346018,1.4024098929346018
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,cat__Sector_Basic Materials,Sector_Basic Materials,sector,1.3060659814527655,-1.3060659814527655
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__total_equity,total_equity,accounting_fundamental,1.2587988833378243,1.2587988833378243
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__PAYEMS,PAYEMS,macro,1.176973420985746,-1.176973420985746
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__missingindicator_total_liabilities,total_liabilities,accounting_fundamental,1.1679305787741985,-1.1679305787741985
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__missingindicator_leverage_assets,leverage_assets,financial_ratio,1.1665253922350318,-1.1665253922350318
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__missingindicator_net_margin,net_margin,financial_ratio,1.1284008195388702,-1.1284008195388702
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__leverage_assets_lag1,leverage_assets_lag1,firm_trend,1.0300865052299688,-1.0300865052299688
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__UNRATE,UNRATE,macro,0.9857995003028757,-0.9857995003028757
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__INDPRO,INDPRO,macro,0.9166826903708691,-0.9166826903708691
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,cat__Sector_Energy,Sector_Energy,sector,0.8952659658702112,-0.8952659658702112
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__equity_assets,equity_assets,financial_ratio,0.8191762436680555,0.8191762436680555
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__CPIAUCSL,CPIAUCSL,macro,0.7663136301137686,0.7663136301137686
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__BUSLOANS,BUSLOANS,macro,0.7621958948066769,-0.7621958948066769
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__T10Y3M,T10Y3M,macro,0.7572215277771892,0.7572215277771892
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__T10Y2Y,T10Y2Y,macro,0.7507576379202537,-0.7507576379202537
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,cat__Sector_Real Estate,Sector_Real Estate,sector,0.7387056166853515,-0.7387056166853515
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,cat__Sector_Communication Services,Sector_Communication Services,sector,0.706899476704182,-0.706899476704182
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__missingindicator_operating_margin_lag1,operating_margin_lag1,firm_trend,0.7047510948819744,-0.7047510948819744
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__GDPC1,GDPC1,macro,0.7027009023906582,0.7027009023906582
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__leverage_assets,leverage_assets,financial_ratio,0.6455840386496333,-0.6455840386496333
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__net_margin_lag1,net_margin_lag1,firm_trend,0.6306737602957709,0.6306737602957709
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__net_income_negative_count_prior_4obs,net_income_negative_count_prior_4obs,firm_trend,0.6039057124901559,-0.6039057124901559
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,cat__Sector_Technology,Sector_Technology,sector,0.5871530925096102,0.5871530925096102
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__operating_margin_lag1,operating_margin_lag1,firm_trend,0.5235029283324134,-0.5235029283324134
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__missingindicator_current_ratio_change_4obs,current_ratio_change_4obs,firm_trend,0.47299586146934114,0.47299586146934114
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__operating_income,operating_income,accounting_fundamental,0.4672530949723771,0.4672530949723771
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__NFCI,NFCI,macro,0.46240520171546007,-0.46240520171546007
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__missingindicator_total_revenue,total_revenue,accounting_fundamental,0.45715199205191737,0.45715199205191737
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__net_income,net_income,accounting_fundamental,0.45294035769752583,0.45294035769752583
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__missingindicator_cash_assets_change_4obs,cash_assets_change_4obs,firm_trend,0.45100579384331935,-0.45100579384331935
test_target_tweaks2,success_quality_growth_next_4obs,logistic_l2,all_features,42,num__INDPRO_yoy_pct,INDPRO_yoy_pct,macro,0.44420194638750604,0.44420194638750604
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__leverage_assets,leverage_assets,financial_ratio,0.07229329307920887,0.07229329307920887
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__roa,roa,financial_ratio,0.0685003192101774,0.0685003192101774
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__roa_lag1,roa_lag1,firm_trend,0.06429907524196879,0.06429907524196879
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__leverage_assets_lag1,leverage_assets_lag1,firm_trend,0.061366959163312466,0.061366959163312466
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__equity_assets,equity_assets,financial_ratio,0.049308959282349914,0.049308959282349914
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__missingindicator_leverage_assets,leverage_assets,financial_ratio,0.04693825841906006,0.04693825841906006
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__missingindicator_total_liabilities,total_liabilities,accounting_fundamental,0.04272572198617545,0.04272572198617545
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__missingindicator_operating_margin,operating_margin,financial_ratio,0.03154227760478679,0.03154227760478679
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__operating_margin,operating_margin,financial_ratio,0.03052996340734876,0.03052996340734876
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__cash_assets,cash_assets,financial_ratio,0.030411279414143916,0.030411279414143916
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__missingindicator_leverage_assets_lag1,leverage_assets_lag1,firm_trend,0.02648923311652166,0.02648923311652166
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__cash_assets_lag1,cash_assets_lag1,firm_trend,0.024178745100576972,0.024178745100576972
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__missingindicator_operating_margin_lag1,operating_margin_lag1,firm_trend,0.024109281854080036,0.024109281854080036
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__current_ratio,current_ratio,financial_ratio,0.023053460589643426,0.023053460589643426
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__net_margin,net_margin,financial_ratio,0.021083523449234202,0.021083523449234202
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__total_liabilities,total_liabilities,accounting_fundamental,0.02043189152691897,0.02043189152691897
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__operating_margin_lag1,operating_margin_lag1,firm_trend,0.019193582329304,0.019193582329304
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__net_margin_lag1,net_margin_lag1,firm_trend,0.018565485874958588,0.018565485874958588
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__missingindicator_operating_income,operating_income,accounting_fundamental,0.015632684570475893,0.015632684570475893
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__current_ratio_lag1,current_ratio_lag1,firm_trend,0.011709358240481502,0.011709358240481502
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__missingindicator_total_liabilities_growth_4obs,total_liabilities_growth_4obs,firm_trend,0.010442950153424209,0.010442950153424209
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__operating_income,operating_income,accounting_fundamental,0.010261682103015788,0.010261682103015788
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__total_equity,total_equity,accounting_fundamental,0.008782381312243704,0.008782381312243704
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__missingindicator_operating_margin_change_4obs,operating_margin_change_4obs,firm_trend,0.008295457650848674,0.008295457650848674
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__total_assets,total_assets,accounting_fundamental,0.008217676646545189,0.008217676646545189
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__missingindicator_leverage_assets_change_4obs,leverage_assets_change_4obs,firm_trend,0.00819584068987201,0.00819584068987201
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__net_income,net_income,accounting_fundamental,0.007861632972282593,0.007861632972282593
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__current_assets,current_assets,accounting_fundamental,0.007828808155674464,0.007828808155674464
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__cash_equivalents,cash_equivalents,accounting_fundamental,0.007398952941576986,0.007398952941576986
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__total_liabilities_growth_4obs,total_liabilities_growth_4obs,firm_trend,0.006806021711041331,0.006806021711041331
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__total_revenue,total_revenue,accounting_fundamental,0.006483301841666908,0.006483301841666908
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__receivables_assets,receivables_assets,financial_ratio,0.006470173308157739,0.006470173308157739
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__current_liabilities,current_liabilities,accounting_fundamental,0.0063207494337773895,0.0063207494337773895
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,cat__Sector_Technology,Sector_Technology,sector,0.005228094359425401,0.005228094359425401
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__inventory_assets,inventory_assets,financial_ratio,0.004786941933981578,0.004786941933981578
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__leverage_assets_change_4obs,leverage_assets_change_4obs,firm_trend,0.0041230622484652035,0.0041230622484652035
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__gross_margin,gross_margin,financial_ratio,0.004037407634049154,0.004037407634049154
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__current_assets_growth_4obs,current_assets_growth_4obs,firm_trend,0.003980532030784291,0.003980532030784291
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__missingindicator_current_assets,current_assets,accounting_fundamental,0.003846985127394249,0.003846985127394249
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,42,num__r_and_d_intensity,r_and_d_intensity,financial_ratio,0.003624596054183333,0.003624596054183333
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__leverage_assets,leverage_assets,financial_ratio,0.09051887600882902,0.09051887600882902
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__roa,roa,financial_ratio,0.07120229237588456,0.07120229237588456
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__leverage_assets_lag1,leverage_assets_lag1,firm_trend,0.06696814049766389,0.06696814049766389
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__roa_lag1,roa_lag1,firm_trend,0.060003230006673784,0.060003230006673784
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__missingindicator_leverage_assets,leverage_assets,financial_ratio,0.04335622518875135,0.04335622518875135
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__missingindicator_total_liabilities,total_liabilities,accounting_fundamental,0.04033893901436064,0.04033893901436064
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__equity_assets,equity_assets,financial_ratio,0.03547622081461923,0.03547622081461923
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__cash_assets,cash_assets,financial_ratio,0.030829475483006248,0.030829475483006248
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__missingindicator_operating_margin,operating_margin,financial_ratio,0.02789616875152697,0.02789616875152697
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__cash_assets_lag1,cash_assets_lag1,firm_trend,0.025746038282542037,0.025746038282542037
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__net_margin,net_margin,financial_ratio,0.024378061057164696,0.024378061057164696
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__missingindicator_leverage_assets_lag1,leverage_assets_lag1,firm_trend,0.02418798445723322,0.02418798445723322
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__operating_margin_lag1,operating_margin_lag1,firm_trend,0.02302431318532541,0.02302431318532541
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__missingindicator_operating_margin_lag1,operating_margin_lag1,firm_trend,0.02293632918979812,0.02293632918979812
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__operating_margin,operating_margin,financial_ratio,0.02137253628225298,0.02137253628225298
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__current_ratio,current_ratio,financial_ratio,0.02119273170444843,0.02119273170444843
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__missingindicator_operating_income,operating_income,accounting_fundamental,0.020202295265929014,0.020202295265929014
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__total_liabilities,total_liabilities,accounting_fundamental,0.019108040272169998,0.019108040272169998
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__net_margin_lag1,net_margin_lag1,firm_trend,0.01667068946550318,0.01667068946550318
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__current_ratio_lag1,current_ratio_lag1,firm_trend,0.012215248855393783,0.012215248855393783
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__missingindicator_leverage_assets_change_4obs,leverage_assets_change_4obs,firm_trend,0.011987944606803917,0.011987944606803917
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__missingindicator_total_liabilities_growth_4obs,total_liabilities_growth_4obs,firm_trend,0.011247367090656572,0.011247367090656572
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__operating_income,operating_income,accounting_fundamental,0.01120939332178159,0.01120939332178159
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__net_income,net_income,accounting_fundamental,0.009018747512530212,0.009018747512530212
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__total_equity,total_equity,accounting_fundamental,0.008910476921780893,0.008910476921780893
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__missingindicator_operating_margin_change_4obs,operating_margin_change_4obs,firm_trend,0.008364532599474773,0.008364532599474773
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__cash_equivalents,cash_equivalents,accounting_fundamental,0.007722604129776129,0.007722604129776129
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__current_assets,current_assets,accounting_fundamental,0.0077218828991926,0.0077218828991926
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__current_liabilities,current_liabilities,accounting_fundamental,0.007108650338764675,0.007108650338764675
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__total_assets,total_assets,accounting_fundamental,0.00631747197089541,0.00631747197089541
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__receivables_assets,receivables_assets,financial_ratio,0.006143261679533196,0.006143261679533196
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__total_revenue,total_revenue,accounting_fundamental,0.005735212352576953,0.005735212352576953
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__r_and_d_intensity,r_and_d_intensity,financial_ratio,0.005327277909720348,0.005327277909720348
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__total_liabilities_growth_4obs,total_liabilities_growth_4obs,firm_trend,0.0049648327256632,0.0049648327256632
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__leverage_assets_change_4obs,leverage_assets_change_4obs,firm_trend,0.004390856249355163,0.004390856249355163
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__inventory_assets,inventory_assets,financial_ratio,0.004253956180860781,0.004253956180860781
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__gross_margin,gross_margin,financial_ratio,0.004192154612719331,0.004192154612719331
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__missingindicator_r_and_d_intensity,r_and_d_intensity,financial_ratio,0.003930790606345,0.003930790606345
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__current_assets_growth_4obs,current_assets_growth_4obs,firm_trend,0.0038788119251050514,0.0038788119251050514
test_target_tweaks2,success_quality_growth_next_4obs,random_forest,all_features,202,num__capex,capex,accounting_fundamental,0.0036319774294563617,0.0036319774294563617
test_target_tweaks2,success_quality_growth_next_4obs,gradient_boosting,all_features,42,num__leverage_assets,leverage_assets,financial_ratio,0.3883125783331271,0.3883125783331271
test_target_tweaks2,success_quality_growth_next_4obs,gradient_boosting,all_features,42,num__roa,roa,financial_ratio,0.16038678703552917,0.16038678703552917
test_target_tweaks2,success_quality_growth_next_4obs,gradient_boosting,all_features,42,num__missingindicator_operating_margin,operating_margin,financial_ratio,0.10851243608976431,0.10851243608976431
test_target_tweaks2,success_quality_growth_next_4obs,gradient_boosting,all_features,42,num__roa_lag1,roa_lag1,firm_trend,0.07910288231970261,0.07910288231970261
test_target_tweaks2,success_quality_growth_next_4obs,gradient_boosting,all_features,42,num__missingindicator_leverage_assets,leverage_assets,financial_ratio,0.05435587564408524,0.05435587564408524
test_target_tweaks2,success_quality_growth_next_4obs,gradient_boosting,all_features,42,num__leverage_assets_lag1,leverage_assets_lag1,firm_trend,0.03202264476974042,0.03202264476974042
test_target_tweaks2,success_quality_growth_next_4obs,gradient_boosting,all_features,42,num__equity_assets,equity_assets,financial_ratio,0.030098912665765,0.030098912665765
test_target_tweaks2,success_quality_growth_next_4obs,gradient_boosting,all_features,42,num__cash_assets,cash_assets,financial_ratio,0.026980496036418555,0.026980496036418555
test_target_tweaks2,success_quality_growth_next_4obs,gradient_boosting,all_features,42,num__cash_assets_lag1,cash_assets_lag1,firm_trend,0.02211348965983811,0.02211348965983811
test_target_tweaks2,success_quality_growth_next_4obs,gradient_boosting,all_features,42,num__missingindicator_total_liabilities,total_liabilities,accounting_fundamental,0.020590125182767132,0.020590125182767132
test_target_tweaks2,success_quality_growth_next_4obs,gradient_boosting,all_features,42,num__operating_margin,operating_margin,financial_ratio,0.012216659076770473,0.012216659076770473
test_target_tweaks2,success_quality_growth_next_4obs,gradient_boosting,all_features,42,num__r_and_d_intensity,r_and_d_intensity,financial_ratio,0.007556309628610346,0.007556309628610346
